num_article;doi;term
18;10.1038/s41538-024-00253-2;attention deficit hyperactivity disorder
18;10.1038/s41538-024-00253-2;homocarnosine
18;10.1038/s41538-024-00253-2;brain peptide
18;10.1038/s41538-024-00253-2;GABA-homocarnosine metabolism
18;10.1038/s41538-024-00253-2;brain functions
20;10.1016/j.ijbiomac.2024.130903;microbiota-gut-brain axis
20;10.1016/j.ijbiomac.2024.130903;plant polysaccharides
20;10.1016/j.ijbiomac.2024.130903;mental disorders
20;10.1016/j.ijbiomac.2024.130903;gut microbiota-specific interventions
20;10.1016/j.ijbiomac.2024.130903;gut microbiota-dependent fermentation
20;10.1016/j.ijbiomac.2024.130903;central monoamine neurotransmitters
20;10.1016/j.ijbiomac.2024.130903;amino acid transmitters
20;10.1016/j.ijbiomac.2024.130903;cholinergic signalling system
20;10.1016/j.ijbiomac.2024.130903;central and peripheral inflammation
20;10.1016/j.ijbiomac.2024.130903;NLRP3/NF-κB-related signalling pathway
20;10.1016/j.ijbiomac.2024.130903;neuronal apoptosis
20;10.1016/j.ijbiomac.2024.130903;antioxidant activities
20;10.1016/j.ijbiomac.2024.130903;gut microbiota profiles
20;10.1016/j.ijbiomac.2024.130903;gut microbiota-dependent fermentation
21;10.1016/j.psychres.2024.115804;Integrated multi-omics analysis
21;10.1016/j.psychres.2024.115804;gut microbiota dysbiosis
21;10.1016/j.psychres.2024.115804;systemic disturbance
21;10.1016/j.psychres.2024.115804;major depressive disorder
21;10.1016/j.psychres.2024.115804;MDD
21;10.1016/j.psychres.2024.115804;peripheral blood
21;10.1016/j.psychres.2024.115804;16S rRNA sequencing
21;10.1016/j.psychres.2024.115804;structural alterations
21;10.1016/j.psychres.2024.115804;Enterococcus
21;10.1016/j.psychres.2024.115804;Metagenomics sequencing
21;10.1016/j.psychres.2024.115804;superpathway of the glyoxylate cycle
21;10.1016/j.psychres.2024.115804;fatty acid degradation
21;10.1016/j.psychres.2024.115804;metabolic pathways
21;10.1016/j.psychres.2024.115804;Plasma metabolomics
21;10.1016/j.psychres.2024.115804;amino acids
21;10.1016/j.psychres.2024.115804;bile acids
21;10.1016/j.psychres.2024.115804;sphingolipids
21;10.1016/j.psychres.2024.115804;cholesterol esters
21;10.1016/j.psychres.2024.115804;arginine and proline metabolism
21;10.1016/j.psychres.2024.115804;sphingolipid metabolic pathway
21;10.1016/j.psychres.2024.115804;Mass cytometry
21;10.1016/j.psychres.2024.115804;blood immune cell subtypes
21;10.1016/j.psychres.2024.115804;proinflammatory immune subsets
21;10.1016/j.psychres.2024.115804;anti-inflammatory immune subsets
21;10.1016/j.psychres.2024.115804;disease relapse
21;10.1016/j.psychres.2024.115804;MDD pathogenesis
21;10.1016/j.psychres.2024.115804;biomarkers
24;10.3389/fnins.2024.1290826;Bipolar disorder
24;10.3389/fnins.2024.1290826;gut microbiota
24;10.3389/fnins.2024.1290826;gut microbiome composition
24;10.3389/fnins.2024.1290826;BD
24;10.3389/fnins.2024.1290826;depression
24;10.3389/fnins.2024.1290826;inflammation
24;10.3389/fnins.2024.1290826;probiotic
24;10.3389/fnins.2024.1290826;gut-brain axis
24;10.3389/fnins.2024.1290826;anxiety
24;10.3389/fnins.2024.1290826;diversity
24;10.3389/fnins.2024.1290826;microbiome-brain connections
24;10.3389/fnins.2024.1290826;microbiota composition modification
25;10.1016/j.neulet.2024.137714;Social isolation
25;10.1016/j.neulet.2024.137714;intestinal barrier disorder
25;10.1016/j.neulet.2024.137714;gut microbiota
25;10.1016/j.neulet.2024.137714;gut-brain axis
25;10.1016/j.neulet.2024.137714;central nervous system
25;10.1016/j.neulet.2024.137714;anxiety-like behavior
25;10.1016/j.neulet.2024.137714;tight junction protein
25;10.1016/j.neulet.2024.137714;intestinal mechanical barrier
25;10.1016/j.neulet.2024.137714;mucin expression
25;10.1016/j.neulet.2024.137714;intestinal chemical barrier
25;10.1016/j.neulet.2024.137714;inflammatory cytokines
25;10.1016/j.neulet.2024.137714;IL-6 mRNA
25;10.1016/j.neulet.2024.137714;IL-10
25;10.1016/j.neulet.2024.137714;TNF-α
25;10.1016/j.neulet.2024.137714;Illumina MiSequencing
25;10.1016/j.neulet.2024.137714;Firmicutes
25;10.1016/j.neulet.2024.137714;Bacteroides
25;10.1016/j.neulet.2024.137714;Lactobacillus
30;10.1177/10870547231225491;Metagenomic Analysis
30;10.1177/10870547231225491;Gut Microbiota
30;10.1177/10870547231225491;ADHD
30;10.1177/10870547231225491;psychiatric disorders
30;10.1177/10870547231225491;shotgun metagenomics
30;10.1177/10870547231225491;bacterial taxa
30;10.1177/10870547231225491;alpha diversity indices
30;10.1177/10870547231225491;Simpson index
30;10.1177/10870547231225491;Shannon index
30;10.1177/10870547231225491;beta diversity indices
30;10.1177/10870547231225491;Euclidean distance
30;10.1177/10870547231225491;Bray-Curtis distance
30;10.1177/10870547231225491;JSD distance
30;10.1177/10870547231225491;biomarkers
31;10.1016/j.bbih.2024.100729;Gut microbiota
31;10.1016/j.bbih.2024.100729;stress resistance
31;10.1016/j.bbih.2024.100729;microglia-neuron interactions
31;10.1016/j.bbih.2024.100729;hippocampus
31;10.1016/j.bbih.2024.100729;Lactobacillus
31;10.1016/j.bbih.2024.100729;Akkermansia
31;10.1016/j.bbih.2024.100729;Bacteroides
31;10.1016/j.bbih.2024.100729;Alloprevotella
31;10.1016/j.bbih.2024.100729;Helicobacter
31;10.1016/j.bbih.2024.100729;Lachnoclostridium
31;10.1016/j.bbih.2024.100729;Blautia
31;10.1016/j.bbih.2024.100729;Roseburia
31;10.1016/j.bbih.2024.100729;Colidextibacter
31;10.1016/j.bbih.2024.100729;Lachnospiraceae NK4A136
31;10.1016/j.bbih.2024.100729;permeability
31;10.1016/j.bbih.2024.100729;pro-inflammatory cytokines
31;10.1016/j.bbih.2024.100729;microglial activation
31;10.1016/j.bbih.2024.100729;synaptic plasticity
31;10.1016/j.bbih.2024.100729;fecal microbiota
31;10.1016/j.bbih.2024.100729;depression-like behavior
31;10.1016/j.bbih.2024.100729;chronic psychological stress
37;10.1186/s13293-024-00590-7;Microbial composition
37;10.1186/s13293-024-00590-7;functionality
37;10.1186/s13293-024-00590-7;stress resilience
37;10.1186/s13293-024-00590-7;susceptibility
37;10.1186/s13293-024-00590-7;mood disorders
37;10.1186/s13293-024-00590-7;gut microbiota
37;10.1186/s13293-024-00590-7;single prolonged stress
37;10.1186/s13293-024-00590-7;SPS
37;10.1186/s13293-024-00590-7;post-traumatic stress disorder
37;10.1186/s13293-024-00590-7;tight junction protein claudin-5
37;10.1186/s13293-024-00590-7;alpha diversity
37;10.1186/s13293-024-00590-7;Beta diversity
37;10.1186/s13293-024-00590-7;Lactobacillus
37;10.1186/s13293-024-00590-7;Lachnospiraceae_Incertae_Sedis
37;10.1186/s13293-024-00590-7;Barnesiella
37;10.1186/s13293-024-00590-7;microbial predictive functionality
37;10.1186/s13293-024-00590-7;short-chain fatty acids
37;10.1186/s13293-024-00590-7;SCFAs
37;10.1186/s13293-024-00590-7;branched-chain SCFAs
37;10.1186/s13293-024-00590-7;anxiety-like behavior
39;10.1136/gpsych-2023-101374;gut microbiota-derived short-chain fatty acids
39;10.1136/gpsych-2023-101374;depression
39;10.1136/gpsych-2023-101374;microbiota-gut-brain axis
39;10.1136/gpsych-2023-101374;central nervous system
39;10.1136/gpsych-2023-101374;neural pathways
39;10.1136/gpsych-2023-101374;endocrine pathways
39;10.1136/gpsych-2023-101374;immune pathways
39;10.1136/gpsych-2023-101374;Short-chain fatty acids
39;10.1136/gpsych-2023-101374;SCFAs
39;10.1136/gpsych-2023-101374;acetate
39;10.1136/gpsych-2023-101374;propionate
39;10.1136/gpsych-2023-101374;butyrate
39;10.1136/gpsych-2023-101374;pathophysiology
39;10.1136/gpsych-2023-101374;chronic cerebral hypoperfusion
39;10.1136/gpsych-2023-101374;neuroinflammation
39;10.1136/gpsych-2023-101374;host epigenome
39;10.1136/gpsych-2023-101374;neuroendocrine alterations
39;10.1136/gpsych-2023-101374;microbiota-related treatments
40;10.1016/j.biopsych.2023.10.014;Inflammation
40;10.1016/j.biopsych.2023.10.014;Intestinal Permeability
40;10.1016/j.biopsych.2023.10.014;gut Microbiota Shifts
40;10.1016/j.biopsych.2023.10.014;Mental Health Outcomes
40;10.1016/j.biopsych.2023.10.014;stress-related psychiatric disorders
40;10.1016/j.biopsych.2023.10.014;bacterial species
40;10.1016/j.biopsych.2023.10.014;stress resilience
40;10.1016/j.biopsych.2023.10.014;gut microbiota
40;10.1016/j.biopsych.2023.10.014;metabolites
40;10.1016/j.biopsych.2023.10.014;tight junctions
40;10.1016/j.biopsych.2023.10.014;gut barrier
40;10.1016/j.biopsych.2023.10.014;bacterial products
40;10.1016/j.biopsych.2023.10.014;systemic inflammatory responses
40;10.1016/j.biopsych.2023.10.014;circulating inflammation
40;10.1016/j.biopsych.2023.10.014;depression
40;10.1016/j.biopsych.2023.10.014;antibiotics
40;10.1016/j.biopsych.2023.10.014;probiotics
40;10.1016/j.biopsych.2023.10.014;prebiotics
40;10.1016/j.biopsych.2023.10.014;psychiatric symptoms
41;10.1038/s41598-024-53929-w;gut microbiota
41;10.1038/s41598-024-53929-w;mental disorders
41;10.1038/s41598-024-53929-w;depression
41;10.1038/s41598-024-53929-w;stress
41;10.1038/s41598-024-53929-w;anxiety
41;10.1038/s41598-024-53929-w;eating disorders
41;10.1038/s41598-024-53929-w;microbial/metabolomic signatures
41;10.1038/s41598-024-53929-w;differentially abundant bacterial genera
41;10.1038/s41598-024-53929-w;circulating metabolites
41;10.1038/s41598-024-53929-w;Parabacteroides
41;10.1038/s41598-024-53929-w;microbiome
41;10.1038/s41598-024-53929-w;intervention strategies
42;10.3389/fimmu.2024.1349883;posttraumatic stress disorder
42;10.3389/fimmu.2024.1349883;PTSD
42;10.3389/fimmu.2024.1349883;gut microbiota
42;10.3389/fimmu.2024.1349883;inflammatory biomarkers
42;10.3389/fimmu.2024.1349883;immune biomarkers
42;10.3389/fimmu.2024.1349883;microbial diversity
42;10.3389/fimmu.2024.1349883;alpha diversity
42;10.3389/fimmu.2024.1349883;Shannon Diversity Index
42;10.3389/fimmu.2024.1349883;Lachnospiraceae
42;10.3389/fimmu.2024.1349883;immune dysregulation
43;10.1016/j.nutres.2024.02.003;vitamin D(3)
43;10.1016/j.nutres.2024.02.003;fructooligosaccharides
43;10.1016/j.nutres.2024.02.003;colonic vitamin D receptor
43;10.1016/j.nutres.2024.02.003;anxiety-related behavior
43;10.1016/j.nutres.2024.02.003;depression
43;10.1016/j.nutres.2024.02.003;anxiety disorders
43;10.1016/j.nutres.2024.02.003;gut microbiota
43;10.1016/j.nutres.2024.02.003;neuropsychiatric disorders
43;10.1016/j.nutres.2024.02.003;antibiotics
43;10.1016/j.nutres.2024.02.003;vitamin D receptor
43;10.1016/j.nutres.2024.02.003;TPH1
43;10.1016/j.nutres.2024.02.003;serotonin synthesis
43;10.1016/j.nutres.2024.02.003;mood disorders
45;10.3389/fnut.2024.1337889;Gut microbiota
45;10.3389/fnut.2024.1337889;mental health
45;10.3389/fnut.2024.1337889;brain-gut-microbiota
45;10.3389/fnut.2024.1337889;BGM system
45;10.3389/fnut.2024.1337889;cognitive processes
45;10.3389/fnut.2024.1337889;mood regulation
45;10.3389/fnut.2024.1337889;neuroplasticity
45;10.3389/fnut.2024.1337889;brain health
45;10.3389/fnut.2024.1337889;psychological functioning
45;10.3389/fnut.2024.1337889;well-being
45;10.3389/fnut.2024.1337889;nutritional neuroscience
50;10.1155/2024/2856759;Gut-Brain Axis
50;10.1155/2024/2856759;Canine Anxiety Disorders
50;10.1155/2024/2856759;Anxiety disorders
50;10.1155/2024/2856759;gut microbiota
50;10.1155/2024/2856759;intestinal homeostasis
50;10.1155/2024/2856759;mental health
50;10.1155/2024/2856759;metabolic pathways
50;10.1155/2024/2856759;neural pathways
50;10.1155/2024/2856759;endocrine pathways
50;10.1155/2024/2856759;immune-mediated pathways
50;10.1155/2024/2856759;dysbiosis
50;10.1155/2024/2856759;mental disorders
50;10.1155/2024/2856759;prebiotics
50;10.1155/2024/2856759;probiotics
50;10.1155/2024/2856759;anxiety-related symptoms
52;10.3389/fmicb.2024.1326584;running exercises
52;10.3389/fmicb.2024.1326584;microbial diversity
52;10.3389/fmicb.2024.1326584;tryptophan metabolism
52;10.3389/fmicb.2024.1326584;microbiota-gut-brain axis
52;10.3389/fmicb.2024.1326584;serotonin
52;10.3389/fmicb.2024.1326584;kynurenine
52;10.3389/fmicb.2024.1326584;tryptamine
52;10.3389/fmicb.2024.1326584;indole
52;10.3389/fmicb.2024.1326584;microbial metabolites
52;10.3389/fmicb.2024.1326584;multi-omics analysis
52;10.3389/fmicb.2024.1326584;hippocampus
52;10.3389/fmicb.2024.1326584;brainstem
52;10.3389/fmicb.2024.1326584;Fecal microbiota analysis
52;10.3389/fmicb.2024.1326584;taxon-function analysis
52;10.3389/fmicb.2024.1326584;Romboutsia
52;10.3389/fmicb.2024.1326584;A. muciniphila
52;10.3389/fmicb.2024.1326584;gut microenvironment
52;10.3389/fmicb.2024.1326584;microbiota-based approaches
52;10.3389/fmicb.2024.1326584;mental health
53;10.3390/cells13020177;Psychiatric Comorbidities
53;10.3390/cells13020177;Inflammatory Bowel Disease
53;10.3390/cells13020177;IBD
53;10.3390/cells13020177;Crohn's disease
53;10.3390/cells13020177;ulcerative colitis
53;10.3390/cells13020177;depression
53;10.3390/cells13020177;anxiety
53;10.3390/cells13020177;neuroinflammation
53;10.3390/cells13020177;microglia
53;10.3390/cells13020177;innate immune responses
53;10.3390/cells13020177;secretory profile
53;10.3390/cells13020177;phagocytic activity
53;10.3390/cells13020177;synaptic pruning
53;10.3390/cells13020177;psychiatric manifestations
55;10.1016/j.lfs.2023.122357;microbiota-gut-brain axis
55;10.1016/j.lfs.2023.122357;autism spectrum disorder
55;10.1016/j.lfs.2023.122357;ASD
55;10.1016/j.lfs.2023.122357;neurodevelopmental disorders
55;10.1016/j.lfs.2023.122357;gut microbiome
55;10.1016/j.lfs.2023.122357;blood-brain barrier
55;10.1016/j.lfs.2023.122357;BBB
55;10.1016/j.lfs.2023.122357;drug bioavailability
55;10.1016/j.lfs.2023.122357;social behaviors
55;10.1016/j.lfs.2023.122357;microbiota-based interventions
55;10.1016/j.lfs.2023.122357;probiotics
55;10.1016/j.lfs.2023.122357;gastrointestinal (GI) microbiota transplantation
55;10.1016/j.lfs.2023.122357;metabolite supplementation
55;10.1016/j.lfs.2023.122357;RNA sequencing
55;10.1016/j.lfs.2023.122357;metabolomics
55;10.1016/j.lfs.2023.122357;transcriptomics
55;10.1016/j.lfs.2023.122357;ASD pathophysiology
55;10.1016/j.lfs.2023.122357;behavioral symptoms
55;10.1016/j.lfs.2023.122357;gastrointestinal symptoms
55;10.1016/j.lfs.2023.122357;psychobiotic agents
58;10.3389/fpsyt.2023.1318637;autism spectrum disorder
58;10.3389/fpsyt.2023.1318637;ASD
58;10.3389/fpsyt.2023.1318637;biomedical markers
58;10.3389/fpsyt.2023.1318637;trace elements
58;10.3389/fpsyt.2023.1318637;microbiota biomarkers
58;10.3389/fpsyt.2023.1318637;oxytocin
58;10.3389/fpsyt.2023.1318637;GABA
58;10.3389/fpsyt.2023.1318637;Serotonin
58;10.3389/fpsyt.2023.1318637;CRP
58;10.3389/fpsyt.2023.1318637;IL-6
58;10.3389/fpsyt.2023.1318637;Fe
58;10.3389/fpsyt.2023.1318637;Zn
58;10.3389/fpsyt.2023.1318637;Cu
58;10.3389/fpsyt.2023.1318637;gut microbiota
58;10.3389/fpsyt.2023.1318637;iron
58;10.3389/fpsyt.2023.1318637;zinc
58;10.3389/fpsyt.2023.1318637;Bifidobacterium
58;10.3389/fpsyt.2023.1318637;Parabacteroides
58;10.3389/fpsyt.2023.1318637;c-reactive protein
58;10.3389/fpsyt.2023.1318637;Bacteroides
58;10.3389/fpsyt.2023.1318637;Clostridium
58;10.3389/fpsyt.2023.1318637;Faecalibacterium
58;10.3389/fpsyt.2023.1318637;biomarker panel
62;10.1163/18762891-20230025;Gut production of GABA
62;10.1163/18762891-20230025;probiotic formula
62;10.1163/18762891-20230025;neuroactive compounds
62;10.1163/18762891-20230025;colon
62;10.1163/18762891-20230025;in vitro gut simulator
62;10.1163/18762891-20230025;lactic acid bacterial strains
62;10.1163/18762891-20230025;Levilactobacillus brevis
62;10.1163/18762891-20230025;Lactiplantibacillus plantarum
62;10.1163/18762891-20230025;Lacticaseibacillus paracasei
62;10.1163/18762891-20230025;Ligilactobacillus salivarius
62;10.1163/18762891-20230025;Streptococcus thermophilus
62;10.1163/18762891-20230025;neurotransmitters
62;10.1163/18762891-20230025;L. brevis P30021
62;10.1163/18762891-20230025;L. plantarum P30025
62;10.1163/18762891-20230025;γ-aminobutyric acid
62;10.1163/18762891-20230025;GABA
62;10.1163/18762891-20230025;acetylcholine
62;10.1163/18762891-20230025;psychobiotic activity
62;10.1163/18762891-20230025;human microbiota
62;10.1163/18762891-20230025;Simulator of the Human Intestinal Microbiota
62;10.1163/18762891-20230025;SHIME®
62;10.1163/18762891-20230025;LC-MS
62;10.1163/18762891-20230025;Short chain fatty acids
62;10.1163/18762891-20230025;SCFA
62;10.1163/18762891-20230025;GC
62;10.1163/18762891-20230025;16S rRNA gene sequencing
62;10.1163/18762891-20230025;glutamate
62;10.1163/18762891-20230025;Veillonellaceae
62;10.1163/18762891-20230025;ascending colon
62;10.1163/18762891-20230025;Bacteroides
62;10.1163/18762891-20230025;anti-inflammatory activities
62;10.1163/18762891-20230025;neuroactive metabolites
62;10.1163/18762891-20230025;psychobiotics
62;10.1163/18762891-20230025;mental health
64;10.1016/j.advnut.2023.10.008;Diet-Associated Gut Microbial Metabolites
64;10.1016/j.advnut.2023.10.008;Brain Health
64;10.1016/j.advnut.2023.10.008;gut-brain axis
64;10.1016/j.advnut.2023.10.008;dietary components
64;10.1016/j.advnut.2023.10.008;intestinal microbiota
64;10.1016/j.advnut.2023.10.008;systemic circulation
64;10.1016/j.advnut.2023.10.008;central nervous system
64;10.1016/j.advnut.2023.10.008;CNS
64;10.1016/j.advnut.2023.10.008;microglia
64;10.1016/j.advnut.2023.10.008;astrocytes
64;10.1016/j.advnut.2023.10.008;neuronal cells
64;10.1016/j.advnut.2023.10.008;cognitive function
64;10.1016/j.advnut.2023.10.008;mood
64;10.1016/j.advnut.2023.10.008;behavior
64;10.1016/j.advnut.2023.10.008;short-chain fatty acids
64;10.1016/j.advnut.2023.10.008;tryptophan metabolites
64;10.1016/j.advnut.2023.10.008;bile acid metabolites
64;10.1016/j.advnut.2023.10.008;inflammatory signals
64;10.1016/j.advnut.2023.10.008;mental health treatment
65;none;Depression
65;none;Aberrant Intestinal Microbiome
65;none;mental health disorders
65;none;gut microbiome dysregulation
65;none;hypothalamic-pituitary-adrenal axis
65;none;central nervous system
65;none;signaling molecules
65;none;antidepressants
65;none;antibiotics
65;none;probiotics
65;none;fecal microbiota transplant
65;none;gut dysbiosis
68;10.1007/s10068-023-01414-x;short chain fatty acids
68;10.1007/s10068-023-01414-x;postbiotics
68;10.1007/s10068-023-01414-x;gut microbiome
68;10.1007/s10068-023-01414-x;inflammatory bowel diseases
68;10.1007/s10068-023-01414-x;neurological disorders
68;10.1007/s10068-023-01414-x;psychobiotics
68;10.1007/s10068-023-01414-x;gut-brain axis
68;10.1007/s10068-023-01414-x;immunological pathways
68;10.1007/s10068-023-01414-x;humoral pathways
68;10.1007/s10068-023-01414-x;neuronal pathways
68;10.1007/s10068-023-01414-x;metabolic pathways
68;10.1007/s10068-023-01414-x;Lactobacillus
68;10.1007/s10068-023-01414-x;Bifidobacterium
68;10.1007/s10068-023-01414-x;SCFAs
68;10.1007/s10068-023-01414-x;mucins
68;10.1007/s10068-023-01414-x;antimicrobial proteins
68;10.1007/s10068-023-01414-x;bacteriocins
68;10.1007/s10068-023-01414-x;peptides
68;10.1007/s10068-023-01414-x;cytokines
68;10.1007/s10068-023-01414-x;Interleukin 10
68;10.1007/s10068-023-01414-x;Interleukin 18
68;10.1007/s10068-023-01414-x;serotonin
68;10.1007/s10068-023-01414-x;intestinal barrier system
68;10.1007/s10068-023-01414-x;SCFAs mediated gut-brain axis
70;10.1016/j.bbi.2023.11.021;ursodeoxycholic acids
70;10.1016/j.bbi.2023.11.021;microglia
70;10.1016/j.bbi.2023.11.021;TGR5 signaling
70;10.1016/j.bbi.2023.11.021;Ischemic stroke
70;10.1016/j.bbi.2023.11.021;gut microbiota
70;10.1016/j.bbi.2023.11.021;bile acids
70;10.1016/j.bbi.2023.11.021;BAs
70;10.1016/j.bbi.2023.11.021;ursodeoxycholic acid
70;10.1016/j.bbi.2023.11.021;UDCA
70;10.1016/j.bbi.2023.11.021;neurological function
70;10.1016/j.bbi.2023.11.021;cognitive function
70;10.1016/j.bbi.2023.11.021;NLRP3-related pro-inflammatory cytokines
70;10.1016/j.bbi.2023.11.021;TGR5/PKA pathway
70;10.1016/j.bbi.2023.11.021;inflammatory responses
73;10.1016/j.biopha.2023.115921;Cryptotanshinone
73;10.1016/j.biopha.2023.115921;CPT
73;10.1016/j.biopha.2023.115921;gut microbiota
73;10.1016/j.biopha.2023.115921;PI3K-AKT pathway
73;10.1016/j.biopha.2023.115921;CUMS
73;10.1016/j.biopha.2023.115921;depressive symptoms
73;10.1016/j.biopha.2023.115921;inflammatory responses
73;10.1016/j.biopha.2023.115921;open field experiment
73;10.1016/j.biopha.2023.115921;elevated cross maze experiment
73;10.1016/j.biopha.2023.115921;sugar water preference experiment
73;10.1016/j.biopha.2023.115921;forced swimming experiment
73;10.1016/j.biopha.2023.115921;16 S rDNA analysis
73;10.1016/j.biopha.2023.115921;transcriptomics analysis
73;10.1016/j.biopha.2023.115921;molecular docking
73;10.1016/j.biopha.2023.115921;depressive disorders
77;10.3390/ijms25010038;Central Nervous System
77;10.3390/ijms25010038;Enteric Nerves
77;10.3390/ijms25010038;Gut Microbiota
