<Gut-microbiome-brain axis>,"Microbiome that influences neurological function through bidirectional communication between gut bacteria and the central nervous system, impacting various neurological conditions."
<Gut>,"Digestive organ that comprises the gastrointestinal tract and associated microbiota, which interact with the host's immune system and influence neuropsychiatric health through metabolic pathways and microbial metabolites."
<Homeostasis>,Biological regulation that maintains internal physiological stability despite external environmental changes.
<Intervention>,"Biomedical procedure that aims to modify physiological or psychological conditions through targeted actions, often involving therapeutic agents or techniques to address specific disorders."
<Metabolism>,"Biochemical process that encompasses the chemical reactions and metabolic pathways involved in the conversion of nutrients into energy and cellular components, while regulating homeostasis and responding to environmental changes."
<Metabolite>,"Biochemical entities that participate in metabolic processes, often serving as intermediates or end products of metabolism, and are involved in regulatory mechanisms within biological systems, including interactions between gut microbiota and host physiology."
<Microbiome>,"Microbiome refers to the collective community of microorganisms, including bacteria, fungi, viruses, and archaea, residing in a specific environment, particularly within the human body, that influences host health and disease through interactions with the immune system, metabolism, and neurological functions."
<Microbiota>,"Microbiota refers to a community of microorganisms that inhabit a specific environment, particularly the gut, and play a crucial role in regulating physiological processes, including the gut-brain axis, influencing mental health and stress responses."
<Neurodegenerative disease>,"Neurological disorder that involves progressive degeneration of neurons, characterized by the gradual decline in cognitive and motor functions, often associated with specific pathological features and influenced by factors such as microbiome interactions and genetic predispositions."
<Neuroinflammation>,"Neuroinflammation is a pathological process characterized by the activation of the central nervous system (CNS) immune response, involving glial cell activation and the release of pro-inflammatory cytokines, which contribute to the pathophysiology of neurological disorders."
<Neurological disease>,"Nervous system disorders that manifest through a range of symptoms affecting cognitive, emotional, and motor functions, often resulting from structural, biochemical, or electrical abnormalities in the brain, spinal cord, or peripheral nerves."
<Neurological disorder>,"Disorder that affects the structure or function of the nervous system, characterized by alterations in neurological processes, which may manifest as cognitive, emotional, or behavioral symptoms, and is often influenced by biological factors such as microbiota interactions."
<Neuron>,"Nerve cell that transmits electrical impulses and processes information within the nervous system, characterized by its ability to communicate via synapses and influence physiological responses."
<Parkinson's disease>,"Neurodegenerative disorder that primarily affects motor function, characterized by the progressive degeneration of dopaminergic neurons in the substantia nigra, leading to symptoms such as tremors, rigidity, and bradykinesia."
<Patient>,"Human individual that is the subject of medical care or research, characterized by the presence of health conditions or disorders, particularly in relation to gastrointestinal and mental health as influenced by gut microbiota interactions."
<Probiotic>,"Microbial agents that confer health benefits to the host by modulating gut microbiota composition and influencing physiological processes, including those related to mental health and behavior."
<Short-chain fatty acid>,"Fatty acids that are characterized by having fewer than six carbon atoms, produced primarily through microbial fermentation in the intestinal lumen, and involved in various physiological processes including modulation of gut microbiota interactions and host metabolism."
<Symptom>,"Phenomenon that manifests as a subjective experience reported by an individual, indicative of an underlying physiological or psychological condition, often associated with specific disorders such as gastrointestinal or mental health issues."
<Therapy>,Intervention that aims to modify physiological or psychological processes to improve health outcomes or alleviate symptoms associated with specific conditions.
<Treat>,"Intervention that aims to alleviate symptoms or modify the course of a disease or disorder through therapeutic measures, often involving pharmacological or non-pharmacological approaches."
<Treatment>,"Intervention that aims to modify physiological or psychological conditions through specific methodologies, often involving pharmacological, behavioral, or dietary approaches, to alleviate symptoms or improve health outcomes."
<acetate>,Salt or ester of acetic acid that contains the acetate ion (C2H3O2−) and is involved in various metabolic processes.
<alzheimer'>,"Neurodegenerative disorder that primarily affects cognitive functions, characterized by progressive memory loss, impaired reasoning, and behavioral changes, associated with the accumulation of amyloid plaques and neurofibrillary tangles in the brain."
<antrodia camphorata>,"Ganoderma that possesses medicinal properties, characterized by its dark brown to black fruiting body, rich in bioactive compounds, and primarily found in subtropical and tropical regions, known for its potential health benefits and use in traditional medicine."
<biotic>,"Living entities that possess biological processes, including growth, reproduction, and response to stimuli, distinguishing them from abiotic components of ecosystems."
<brain-gut axi>,"Neurobiological axis that integrates bidirectional communication between the central nervous system and the enteric nervous system, influencing physiological and psychological processes."
<burden (smd>,"Health-related quality of life measure that quantifies the impact of a disease or condition on an individual's physical, emotional, and social well-being, reflecting the cumulative effects of symptoms, treatment, and psychosocial factors."
<butyrate>,Short-chain fatty acid that is produced by the fermentation of dietary fibers in the gut microbiota and serves as an energy source for colonocytes while exhibiting anti-inflammatory properties.
<cerebral neuropathology>,Neuropathology that involves the study of diseases and disorders affecting the structure and function of the brain and central nervous system.
<ci>,"Cellular inhibitor that modulates the activity of specific cellular pathways, often by interfering with protein interactions or enzymatic functions, thereby influencing cellular processes such as proliferation, differentiation, or apoptosis."
<cognition>,"Mental process that involves the acquisition, processing, storage, and retrieval of information, enabling perception, reasoning, and decision-making."
<confidence interval>,"Interval that quantifies the uncertainty around a population parameter estimate, characterized by a specified probability level indicating the range within which the true parameter value is expected to lie with a defined degree of confidence."
<constipation>,"Disorder that involves infrequent bowel movements or difficulty in passing stools, often characterized by hard, dry feces and associated with abdominal discomfort."
<cox regression>,"Statistical method that models the relationship between the time until an event occurs and one or more predictor variables, incorporating the hazard function to assess the effect of covariates on survival data."
<degeneration>,"Pathological process that involves the progressive deterioration of structure and function of cells, tissues, or organs, often resulting in loss of vitality and impaired physiological performance."
<development>,Process that involves a series of progressive changes leading to the maturation or differentiation of biological structures or functions within an organism or system.
<diagnos>,"Clinical assessment that involves the identification and classification of a disease or condition based on patient history, symptoms, and diagnostic tests."
<dietary intervention>,Nutritional strategy that involves the systematic alteration of dietary components to achieve specific health-related outcomes or to manage medical conditions.
<disease (smd>,"Pathological condition that results from an abnormal physiological process, characterized by specific signs, symptoms, and potential impairment of normal bodily functions."
<drug>,"Pharmaceutical substance that interacts with biological systems to modify physiological functions or processes for therapeutic, diagnostic, or preventive purposes."
<fatty acid>,"Carboxylic acid that contains a long hydrocarbon chain, typically consisting of 4 to 36 carbon atoms, which may be saturated or unsaturated and serves as a key component in lipid metabolism and cellular functions."
<fecal transplant>,Biological therapy that involves the transfer of fecal microbiota from a healthy donor to a recipient to restore gut microbiome balance and treat dysbiosis-related conditions.
<fecal transplantation>,Biological procedure that involves the transfer of fecal microbiota from a healthy donor to the gastrointestinal tract of a recipient to restore microbial balance and treat dysbiosis-related conditions.
<gastrointestinal infection>,"Infection that occurs in the gastrointestinal tract, characterized by the invasion and multiplication of pathogenic microorganisms, leading to inflammation and disruption of normal digestive functions."
<gastrointestinal>,"Digestive system-related structures and functions that pertain to the processing, digestion, and absorption of nutrients within the alimentary canal."
<genitourinary>,"Organ system that comprises the reproductive and urinary structures, which function in the excretion of waste and the reproduction of offspring."
<gm>,Genus that refers to a class of genetically modified organisms characterized by the intentional alteration of their genetic material through biotechnological methods to achieve specific phenotypic traits.
<gut difference>,Microbiome variation that reflects distinct compositional and functional disparities in gut microbial communities among individuals or populations.
<hazard ratio>,"Ratio that compares the hazard rates of two groups in a clinical study, indicating the relative risk of an event occurring in one group compared to another over time."
<infection>,"Pathological process that occurs when a pathogenic agent, such as a bacterium, virus, or fungus, invades a host organism, multiplies, and elicits an immune response, potentially leading to tissue damage and disease."
<lung>,"Organ that functions in gas exchange, characterized by a spongy structure composed of alveoli and surrounded by pleura, facilitating oxygen uptake and carbon dioxide elimination in the respiratory system."
<mci>,"Cognitive impairment that occurs between normal cognitive aging and dementia, characterized by noticeable deficits in memory, attention, and executive function, which do not significantly interfere with daily life activities."
<meta-analysi>,Systematic review that integrates and synthesizes quantitative data from multiple independent studies to derive overall conclusions about a specific research question or hypothesis.
<microbiome difference>,"Microbiome difference is a variation in the composition, diversity, or functional capabilities of microbial communities residing in a defined environment, characterized by distinct taxonomic profiles or metabolic functions that influence host health and ecological interactions."
<microbiome transplant>,Biological procedure that involves the transfer of microbiota from a donor to a recipient to restore or modify the microbial community in the recipient's gastrointestinal tract.
<microbiome-based intervention>,Intervention that targets the modulation of the microbiome to influence host health outcomes through mechanisms such as microbial composition alteration or metabolic activity enhancement.
<microglia>,"Glial cell type that is characterized by its role in immune defense within the central nervous system, exhibiting phagocytic activity and involvement in neuroinflammatory responses."
<mild impairment>,"Cognitive impairment that is characterized by a noticeable decline in cognitive function, which does not significantly interfere with daily activities or independence."
<natural product>,"Biologically derived compound that possesses therapeutic or pharmacological properties, typically extracted from natural sources such as plants, fungi, or microorganisms."
<ndd>,"Neurological disorder that affects the structure and function of the nervous system, characterized by progressive degeneration of neural tissue and associated functional impairments."
<neurological symptom>,"Neurological symptom is a manifestation that indicates dysfunction of the nervous system, characterized by alterations in sensory, motor, cognitive, or autonomic functions."
<new strategy>,"Strategy that involves innovative approaches to address specific biomedical challenges, enhancing efficacy and efficiency in research, treatment, or healthcare delivery."
<nitrogen specy>,"Chemical species that contain nitrogen in various oxidation states and molecular configurations, playing critical roles in biological processes and nitrogen metabolism."
<organism>,"Living entity that possesses cellular organization, exhibits metabolism, responds to stimuli, and has the capacity for growth, reproduction, and adaptation to its environment."
<oxidative stress>,"Biological condition that results from an imbalance between reactive oxygen species production and antioxidant defenses, leading to cellular damage and dysfunction."
<parkinson'>,"Neurodegenerative disorder that primarily affects motor control, characterized by the progressive degeneration of dopaminergic neurons in the substantia nigra, leading to symptoms such as bradykinesia, rigidity, and tremor."
<parkinsonism>,"Movement disorder that is characterized by bradykinesia, rigidity, and tremor, often associated with neurodegeneration of dopaminergic neurons in the substantia nigra."
<pathology>,"Discipline that studies diseases, which encompasses their causes, mechanisms, effects, and manifestations in living organisms."
<people>,"Human organisms that possess the capacity for complex cognitive functions, social interaction, and cultural development, characterized by their biological, psychological, and sociocultural attributes."
<pharmacology>,"Discipline that studies the interactions between drugs and biological systems, encompassing the mechanisms of action, therapeutic effects, and adverse reactions."
<physiology>,Biological science that studies the functions and mechanisms of living organisms and their parts.
<prevent>,Action that aims to inhibit the occurrence or development of a disease or adverse health condition through various interventions or strategies.
<probiotic intervention>,Intervention that involves the administration of live microorganisms intended to confer health benefits to the host by modulating the gut microbiota and enhancing immune function.
<propionate>,"Carboxylic acid that contains a three-carbon chain with a propionyl group, characterized by the presence of a carboxyl functional group (-COOH) at one end and a methyl group (-CH3) adjacent to the carboxyl group."
<reactive oxygen>,Chemical species that contain oxygen and are characterized by their high reactivity due to the presence of unpaired electrons.
<respiratory>,"Biological function that involves the exchange of gases between an organism and its environment, primarily facilitating oxygen uptake and carbon dioxide elimination through specialized structures and processes."
<ros/rn>,"Chemical compound that acts as a reactive oxygen species, characterized by its role in oxidative stress and cellular signaling processes within biological systems."
<short-chain acid>,Carboxylic acid that has a carbon chain length of fewer than six carbon atoms.
<skin>,"Organ that serves as the outer protective covering of the body, which consists of multiple layers including the epidermis, dermis, and subcutaneous tissue, and functions in barrier protection, sensation, thermoregulation, and immune response."
<stroke>,"Cerebrovascular event that results from the interruption of blood supply to the brain, leading to neurological deficits due to ischemia or hemorrhage."
<synbiotic intervention>,Intervention that combines prebiotics and probiotics to enhance gut microbiota composition and function for health benefits.
<α-synuclein>,"Protein that is primarily expressed in the brain and associated with synaptic function, which aggregates into fibrillar structures in neurodegenerative diseases, notably Parkinson's disease."
