<antipsychotic drug>,"Pharmaceutical agent that acts primarily on the central nervous system to mitigate symptoms of psychosis by modulating neurotransmitter activity, particularly dopamine and serotonin pathways."
<antipsychotic effect>,"Pharmacological effect that reduces or alleviates symptoms of psychosis, characterized by modulation of neurotransmitter systems, particularly dopamine and serotonin pathways."
<antipsychotic-induced impairment>,"Mental functioning deficit that occurs as a consequence of pharmacological treatment with antipsychotic agents, characterized by alterations in cognitive, emotional, or behavioral processes."
<antipsychotic>,"Pharmacological agent that acts primarily on the central nervous system to alleviate symptoms of psychosis by modulating neurotransmitter activity, particularly dopamine and serotonin pathways."
<aps>,"Cellular structure that contains a complex of proteins and nucleic acids, functioning in the regulation of gene expression and cellular response to environmental stimuli."
<atypical drug>,Pharmaceutical agent that exhibits non-standard pharmacological properties or mechanisms of action compared to established therapeutic agents within its class.
<behavioral condition>,"Mental health condition that manifests through patterns of behavior, emotional responses, and cognitive processes, often impacting an individual's functioning and well-being."
<bioactive compound>,"Chemical substance that exhibits a biological effect on living organisms, influencing physiological processes or cellular functions."
<biological process>,"Biological process is a series of organized biochemical events that occur within living organisms, characterized by specific molecular interactions and regulatory mechanisms that contribute to the maintenance, growth, and reproduction of biological systems."
<blockade mechanism>,"Physiological mechanism that inhibits or obstructs the normal function of a biological process or pathway, often through the interaction with specific receptors or molecular targets."
<cell>,"Biological unit that possesses a membrane-bound structure, containing cytoplasm and genetic material, capable of performing essential life processes such as metabolism, growth, and reproduction."
<central>,"Region that is situated at or near the midpoint of a structure or system, often serving as a primary point of reference or coordination in biological processes."
<chronic disease>,"Disease that persists over an extended period, typically characterized by a slow progression, often resulting in long-term health effects and requiring ongoing management."
<cognitive>,"Mental processes that involve the acquisition, processing, storage, and retrieval of information, enabling perception, reasoning, and decision-making."
<cortisol level>,"Hormonal concentration that reflects the amount of cortisol present in the bloodstream, indicative of adrenal gland function and physiological stress response."
<diabete>,"Metabolic disorder that is characterized by chronic hyperglycemia resulting from defects in insulin secretion, insulin action, or both."
<diagnostic biomarker>,"Biomarker that is used to indicate the presence or progression of a disease or condition, providing critical information for diagnosis and treatment decisions."
<disruptive condition>,"Medical condition that disrupts normal physiological or psychological functioning, leading to significant impairment in health or well-being."
<diversity>,"Biological variation that encompasses genetic, phenotypic, and ecological differences among individuals, populations, or species within a given ecosystem or community."
<drug>,"Pharmaceutical substance that interacts with biological systems to modify physiological functions or processes for therapeutic, diagnostic, or preventive purposes."
<extracellular vesicle>,"Cellular component that is membrane-bound and released from cells, containing proteins, lipids, and nucleic acids, involved in intercellular communication and signaling."
<first-generation drug>,"Pharmaceutical compound that is developed and marketed as the first iteration of a therapeutic agent, characterized by its novel chemical structure and mechanism of action, prior to the introduction of subsequent modifications or analogs."
"<function, inflammation>","Physiological response that involves the activation of immune cells, release of inflammatory mediators, and increased vascular permeability, aimed at eliminating harmful stimuli and initiating tissue repair."
<gm>,Genus that refers to a class of genetically modified organisms characterized by the intentional alteration of their genetic material through biotechnological methods to achieve specific phenotypic traits.
<hpa>,"Hormonal regulatory system that involves the interaction between the hypothalamus, pituitary gland, and adrenal glands, coordinating physiological responses to stress and maintaining homeostasis."
<hyperglycemia>,"Metabolic condition that results from elevated blood glucose levels exceeding normal physiological ranges, often due to insufficient insulin action or secretion."
<hypothalamic-pituitary-adrenal>,"Endocrine axis that regulates stress response and homeostasis through the interaction of the hypothalamus, pituitary gland, and adrenal glands."
<illness>,"Health condition that results from physiological, psychological, or biochemical dysfunction, characterized by a deviation from normal bodily function and often associated with specific signs, symptoms, and potential impairment of well-being."
<inflammatory disease>,"Disease characterized by the activation of the immune system leading to tissue inflammation, which may result in local or systemic pathological changes."
<insulin resistance>,"Metabolic condition that results from decreased responsiveness of target tissues to insulin, characterized by impaired glucose uptake and utilization, leading to hyperglycemia and associated metabolic disturbances."
<intestinal barrier>,"Biological barrier that regulates the passage of substances between the intestinal lumen and the underlying tissues, characterized by tight junctions, epithelial cell integrity, and immune responses."
<liver inflammation>,"Inflammation that occurs in the liver, characterized by the activation of immune responses and the presence of inflammatory cells, often resulting in tissue damage and altered liver function."
<major disorder>,"Disorder that significantly impairs physiological or psychological function, leading to substantial disruption in daily activities and requiring clinical intervention."
<mental illness>,"Psychiatric disorder that manifests as a significant disturbance in cognition, emotion, or behavior, leading to functional impairment or distress in social, occupational, or other important areas of functioning."
<metabolic disorder>,"Disorder that affects normal metabolic processes, characterized by abnormalities in the biochemical pathways involved in the synthesis, breakdown, or regulation of macromolecules and energy production."
<metabolic effect>,"Physiological response that results from biochemical processes influencing energy production, utilization, and storage within an organism."
<metabolic impairment>,"Physiological condition that involves a disruption in normal metabolic processes, leading to altered biochemical pathways and impaired energy production or utilization."
<metabolic syndrome>,"Cluster of metabolic abnormalities that increase the risk of cardiovascular disease and type 2 diabetes, characterized by central obesity, insulin resistance, dyslipidemia, and hypertension."
<mgb>,"Mgb is a type of microbial gene that encodes a protein involved in the regulation of metabolic processes in bacteria, characterized by its role in mediating gene expression in response to environmental stimuli."
<mice model>,"Model organism that is genetically similar to humans and used in biomedical research to study disease mechanisms, drug efficacy, and genetic functions."
<microbiome-brain connection>,"Complex ecosystem of microorganisms that interact with the central nervous system, influencing neurophysiological processes and behavioral outcomes through biochemical signaling pathways."
<microbiota-derived vesicle>,"Extracellular vesicle that is released by microbiota and contains biomolecules such as proteins, lipids, and nucleic acids, facilitating intercellular communication and influencing host physiological processes."
<motor dysfunction>,"Neurological condition that involves impairment in the ability to initiate, control, or coordinate voluntary movements."
<neurological>,"Nervous system-related processes or conditions that involve the structure, function, and pathology of neural tissues and their interactions within the central and peripheral nervous systems."
<olanzapine>,"Antipsychotic medication that acts as a serotonin-dopamine antagonist, primarily used in the treatment of schizophrenia and bipolar disorder."
<peripheral mechanism>,"Physiological mechanism that involves components located outside the central nervous system, which contribute to the regulation and modulation of biological processes."
<postbiotic>,Biological product that results from the metabolic activity of live microorganisms and exerts beneficial effects on host health.
<psychiatric patient>,"Individual that has been diagnosed with a mental disorder, characterized by significant impairment in cognitive, emotional, or behavioral functioning, necessitating clinical intervention or treatment."
<quetiapine>,"Antipsychotic medication that acts as a serotonin-dopamine antagonist, primarily used in the treatment of schizophrenia and bipolar disorder."
<receptors mechanism>,Biological mechanisms that transduce extracellular signals into intracellular responses through specific binding interactions with ligands at receptor sites.
<risperidone>,"Antipsychotic medication that acts as a serotonin-dopamine antagonist, primarily used in the treatment of schizophrenia and bipolar disorder."
<second-generation antipsychotic>,"Psychotropic medication that targets both dopaminergic and serotonergic receptors, exhibiting a lower propensity for extrapyramidal side effects compared to first-generation antipsychotics."
<signaling>,"Biological process that involves the transmission of information between cells or within a cell, characterized by the interaction of signaling molecules with specific receptors, leading to a cellular response."
<strain probiotic>,"Microbial strain that possesses beneficial effects on host health, typically through modulation of gut microbiota and enhancement of immune function."
<systemic inflammation>,"Inflammation that occurs throughout the body, characterized by the systemic release of pro-inflammatory cytokines and immune mediators, often resulting in widespread physiological changes and potential tissue damage."
<treating>,"Health intervention that involves the application of therapeutic measures to alleviate, manage, or cure a medical condition or disease."
<weight gain>,"Increase in body mass that results from an accumulation of adipose tissue, lean mass, or fluid, often assessed through changes in body weight relative to baseline measurements."
